=~=~=~=~=~=~=~=~=~=~=~= MobaXterm log 2022.09.28 14:57:40 =~=~=~=~=~=~=~=~=~=~=~=

Password:
Login incorrect
login: root
Password:
No home directory.
Logging in with home = "/".
# slog2info -w | grep UpdateService 
Jan 01 00:00:14.922          UpdateService.2781347                           0  -----ONLINE-----
Jan 01 00:09:12.456         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:09:12.456         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:09:12.456         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
1970-01-01-00.09.12swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.12swupdate.manager.Dispatcher ; APP_FX11 : 24
1970-01-01-00.09.12swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.12swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:12.471         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.12swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.12swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.12swupdate.manager.Dispatcher ; APP_FX11 : 25
1970-01-01-00.09.12swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.12swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:12.755         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.12swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.13swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.13swupdate.manager.Dispatcher ; APP_FX11 : 25
1970-01-01-00.09.13swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.13swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:13.031         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.13swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.13swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.13swupdate.manager.Dispatcher ; APP_FX11 : 25
1970-01-01-00.09.13swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.13swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:13.315         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.13swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.13swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.13swupdate.manager.Dispatcher ; APP_FX11 : 25
1970-01-01-00.09.13swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.13swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:13.598         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.13swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.13swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.13swupdate.manager.Dispatcher ; APP_FX11 : 26
1970-01-01-00.09.13swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.13swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:13.881         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.14swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.14swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.14swupdate.manager.Dispatcher ; APP_FX11 : 26
1970-01-01-00.09.14swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.14swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:14.164         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.14swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.14swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.14swupdate.manager.Dispatcher ; APP_FX11 : 26
1970-01-01-00.09.14swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.14swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:14.446         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.14swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.14swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.14swupdate.manager.Dispatcher ; APP_FX11 : 26
1970-01-01-00.09.14swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.14swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:14.730         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.14swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.15swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.15swupdate.manager.Dispatcher ; APP_FX11 : 27
1970-01-01-00.09.15swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.15swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:15.012         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.15swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.15swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.15swupdate.manager.Dispatcher ; APP_FX11 : 27
1970-01-01-00.09.15swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.15swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:15.296         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.15swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.15swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.15swupdate.manager.Dispatcher ; APP_FX11 : 27
1970-01-01-00.09.15swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.15swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:15.578         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
Jan 01 00:09:15.736         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::diag_request_resultroutine : id 565
Jan 01 00:09:15.736         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineCheck0235
1970-01-01-00.09.15swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.15swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.15swupdate.manager.Dispatcher ; APP_FX11 : 27
1970-01-01-00.09.15swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.15swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:15.861         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.16swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.16swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.16swupdate.manager.Dispatcher ; APP_FX11 : 28
1970-01-01-00.09.16swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.16swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:16.143         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.16swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.16swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.16swupdate.manager.Dispatcher ; APP_FX11 : 28
1970-01-01-00.09.16swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.16swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:16.425         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.16swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.16swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.16swupdate.manager.Dispatcher ; APP_FX11 : 28
1970-01-01-00.09.16swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.16swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:16.709         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.16swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.16swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.16swupdate.manager.Dispatcher ; APP_FX11 : 28
1970-01-01-00.09.16swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.16swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:16.989         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.17swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.17swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.17swupdate.manager.Dispatcher ; APP_FX11 : 29
1970-01-01-00.09.17swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.17swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:17.271         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
Jan 01 00:09:17.456         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:09:17.456         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:09:17.456         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
1970-01-01-00.09.17swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.17swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.17swupdate.manager.Dispatcher ; APP_FX11 : 29
1970-01-01-00.09.17swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.17swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:17.553         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.17swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.17swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.17swupdate.manager.Dispatcher ; APP_FX11 : 29
1970-01-01-00.09.17swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.17swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:17.835         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.18swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.18swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.18swupdate.manager.Dispatcher ; APP_FX11 : 29
1970-01-01-00.09.18swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.18swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:18.116         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.18swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.18swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.18swupdate.manager.Dispatcher ; APP_FX11 : 30
1970-01-01-00.09.18swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.18swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:18.397         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.18swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.18swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.18swupdate.manager.Dispatcher ; APP_FX11 : 30
1970-01-01-00.09.18swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.18swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:18.678         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.18swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.18swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.18swupdate.manager.Dispatcher ; APP_FX11 : 30
1970-01-01-00.09.18swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.18swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:18.959         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.19swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.19swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.19swupdate.manager.Dispatcher ; APP_FX11 : 30
1970-01-01-00.09.19swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.19swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:19.240         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.19swupdate.client.scc.installer ; Write Finsish
sh: inc_client: cannot execute - No such file or directory
1970-01-01-00.09.19swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.19swupdate.manager.Dispatcher ; APP_FX11 : 31
1970-01-01-00.09.19swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.19swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:19.522         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
sh: showmem: cannot execute - No such file or directory
sh: showmem: cannot execute - No such file or directory
1970-01-01-00.09.19swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.19swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.19swupdate.manager.Dispatcher ; APP_FX11 : 31
1970-01-01-00.09.19swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.19swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:19.801         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.20swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.20swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.20swupdate.manager.Dispatcher ; APP_FX11 : 31
1970-01-01-00.09.20swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.20swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:20.081         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.20swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.20swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.20swupdate.manager.Dispatcher ; APP_FX11 : 31
1970-01-01-00.09.20swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.20swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:20.361         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.20swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.20swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.20swupdate.manager.Dispatcher ; APP_FX11 : 32
1970-01-01-00.09.20swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.20swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:20.641         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
Jan 01 00:09:20.738         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::diag_request_resultroutine : id 565
Jan 01 00:09:20.738         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineCheck0235
1970-01-01-00.09.20swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.20swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.20swupdate.manager.Dispatcher ; APP_FX11 : 32
1970-01-01-00.09.20swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.20swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:20.922         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.21swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.21swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.21swupdate.manager.Dispatcher ; APP_FX11 : 32
1970-01-01-00.09.21swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.21swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:21.202         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.21swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.21swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.21swupdate.manager.Dispatcher ; APP_FX11 : 32
1970-01-01-00.09.21swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.21swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:21.482         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.21swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.21swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.21swupdate.manager.Dispatcher ; APP_FX11 : 33
1970-01-01-00.09.21swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.21swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:21.762         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.21swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.22swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.22swupdate.manager.Dispatcher ; APP_FX11 : 33
1970-01-01-00.09.22swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.22swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:22.042         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.22swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.22swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.22swupdate.manager.Dispatcher ; APP_FX11 : 33
1970-01-01-00.09.22swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.22swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:22.322         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
Jan 01 00:09:22.456         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineStart0239
Jan 01 00:09:22.456         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
Jan 01 00:09:22.456         CMW_Cluster.479311..10           clusterlog      0  [UpdateService]DoipModule::updateProgressShowStatus : notify showstate 1, progress 60
1970-01-01-00.09.22swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.22swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.22swupdate.manager.Dispatcher ; APP_FX11 : 34
1970-01-01-00.09.22swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.22swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:22.601         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.22swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.22swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.22swupdate.manager.Dispatcher ; APP_FX11 : 34
1970-01-01-00.09.22swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.22swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:22.880         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.23swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.23swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.23swupdate.manager.Dispatcher ; APP_FX11 : 34
1970-01-01-00.09.23swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.23swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:23.159         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.23swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.23swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.23swupdate.manager.Dispatcher ; APP_FX11 : 34
1970-01-01-00.09.23swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.23swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:23.438         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.23swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.23swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.23swupdate.manager.Dispatcher ; APP_FX11 : 35
1970-01-01-00.09.23swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.23swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:23.718         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.23swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.23swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.23swupdate.manager.Dispatcher ; APP_FX11 : 35
1970-01-01-00.09.23swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.23swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:23.997         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.24swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.24swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.24swupdate.manager.Dispatcher ; APP_FX11 : 35
1970-01-01-00.09.24swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.24swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:24.274         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.24swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.24swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.24swupdate.manager.Dispatcher ; APP_FX11 : 35
1970-01-01-00.09.24swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.24swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:24.552         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.24swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.24swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.24swupdate.manager.Dispatcher ; APP_FX11 : 36
1970-01-01-00.09.24swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.24swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:24.830         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.25swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.25swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.25swupdate.manager.Dispatcher ; APP_FX11 : 36
1970-01-01-00.09.25swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.25swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:25.109         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.25swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.25swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.25swupdate.manager.Dispatcher ; APP_FX11 : 36
1970-01-01-00.09.25swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.25swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:25.387         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.25swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.25swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.25swupdate.manager.Dispatcher ; APP_FX11 : 36
1970-01-01-00.09.25swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.25swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:25.665         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
Jan 01 00:09:25.741         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::diag_request_resultroutine : id 565
Jan 01 00:09:25.741         CMW_Cluster.479311..11           clusterlog      0  [UpdateService]DoipEngine::routineCheck0235
1970-01-01-00.09.25swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.25swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.25swupdate.manager.Dispatcher ; APP_FX11 : 37
1970-01-01-00.09.25swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.25swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:25.934         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.26swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.26swupdate.client.scc.installer ; Enter :sccNotify
1970-01-01-00.09.26swupdate.manager.Dispatcher ; APP_FX11 : 37
1970-01-01-00.09.26swupdate.client.scc.installer ; Enter :receiveSccResponse
1970-01-01-00.09.26swupdate.client.scc.installer ; Enter :transferData
Jan 01 00:09:26.213         CMW_Cluster.479311..15           clusterlog      0  [UpdateService]SwupdtProxy onBroadcast Message 0x0a received from SccUpdater 
1970-01-01-00.09.26swupdate.client.scc.installer ; Write Finsish
1970-01-01-00.09.26swupdate.client.scc.installer ; Enter :sccNotify
